
,,,,,,,
,X_POS,Y_POS,Z_POS,Y_ROT,JUMP,SUCCESS,TRIALCOUNT
0.6799999,110.409996,107.793976,6.5,0,0,0,0
0.699999869,110.409996,107.793976,6.5,0,0,0,0
0.71999985,110.409996,107.261307,6.5,0,0,0,0
0.739999831,110.409996,106.575081,6.5,0,0,0,0
0.7599998,110.409996,106.232,6.5,0,0,0,0
0.7799998,110.409996,105.882988,6.5,0,0,0,0
0.7999998,110.409996,105.476273,6.5,0,0,0,0
0.819999754,110.409996,105.085251,6.5,0,0,0,0
0.839999735,110.409996,104.680222,6.5,0,0,0,0
0.8599997,110.409996,104.680222,6.5,0,0,0,0
0.8799997,110.409996,104.0519,6.5,0,0,0,0
0.8999997,110.409996,103.37117,6.5,0,0,0,0
0.919999659,110.409996,102.9447,6.5,0,0,0,0
0.93999964,110.409996,102.5077,6.5,0,0,0,0
0.9599996,110.409996,102.5077,6.5,0,0,0,0
0.9799996,110.409996,101.869125,6.5,0,0,0,0
0.9999996,110.409996,101.077385,6.5,0,0,0,0
1.01999962,110.409996,100.608284,6.5,0,0,0,0
1.0399996,110.409996,100.103569,6.5,0,0,0,0
1.05999959,110.409996,99.5738754,6.5,0,0,0,0
1.07999957,110.409996,99.5738754,6.5,0,0,0,0
1.09999955,110.409996,98.799614,6.5,0,0,0,0
1.11999953,110.409996,97.83418,6.5,0,0,0,0
1.13999951,110.409996,97.26546,6.5,0,0,0,0
1.15999949,110.409996,96.67949,6.5,0,0,0,0
1.17999947,110.409996,96.67949,6.5,0,0,0,0
1.19999945,110.409996,95.7797852,6.5,0,0,0,0
1.21999943,110.409996,95.7797852,6.5,0,0,0,0
1.23999941,110.409996,94.55099,6.5,0,0,0,0
1.25999939,110.409996,94.55099,6.5,0,0,0,0
1.27999938,110.409996,93.42637,6.5,0,0,0,0
1.29999936,110.409996,93.42637,6.5,0,0,0,0
1.31999934,110.409996,91.9498138,6.5,0,0,0,0
1.33999932,110.409996,91.9498138,6.5,0,0,0,0
1.3599993,110.409996,90.61171,6.5,0,0,0,0
1.37999928,110.409996,90.61171,6.5,0,0,0,0
1.39999926,110.409996,89.3369141,6.5,0,0,0,0
1.41999924,110.409996,89.3369141,6.5,0,0,0,0
1.43999922,110.409996,87.57484,6.5,0,0,0,0
1.4599992,110.409996,87.57484,6.5,0,0,0,0
1.47999918,110.409996,87.57484,6.5,0,0,0,0
1.49999917,110.409996,85.87262,6.5,0,0,0,0
1.51999915,110.409996,85.87262,6.5,0,0,0,0
1.53999913,110.409996,85.87262,6.5,0,0,0,0
1.55999911,110.409996,85.87262,6.5,0,0,0,0
1.57999909,110.409996,82.69756,6.5,0,0,0,0
1.59999907,110.409996,82.69756,6.5,0,0,0,0
1.619999,110.409996,82.69756,6.5,0,0,0,0
1.639999,110.409996,82.69756,6.5,0,0,0,0
1.659999,110.409996,79.79743,6.5,0,0,0,0
1.679999,110.409996,79.79743,6.5,0,0,0,0
1.699999,110.409996,79.79743,6.5,0,0,0,0
1.719999,110.409996,76.50995,6.5,0,0,0,0
1.73999894,110.409996,76.50995,6.5,0,0,0,0
1.75999892,110.409996,76.50995,6.5,0,0,0,0
1.7799989,110.409996,73.87968,6.5,0,0,0,0
1.79999888,110.409996,73.87968,6.5,0,0,0,0
1.81999886,110.409996,73.87968,6.5,0,0,0,0
1.83999884,110.409996,71.4973145,6.5,0,0,0,0
1.85999882,110.409996,71.4973145,6.5,0,0,0,0
1.8799988,110.409996,71.4973145,6.5,0,0,0,0
1.89999878,110.409996,68.69648,6.5,0,0,0,0
1.91999876,110.409996,68.69648,6.5,0,0,0,0
1.93999875,110.409996,68.69648,6.5,0,0,0,0
1.95999873,110.409996,65.81368,6.5,0,0,0,0
1.97999871,110.409996,65.81368,6.5,0,0,0,0
1.99999869,110.409996,65.81368,6.5,0,0,0,0
2.01999879,110.409996,62.49594,6.5,0,0,0,0
2.03999877,110.409996,62.49594,6.5,0,0,0,0
2.05999875,110.409996,62.49594,6.5,0,0,0,0
2.07999873,110.409996,62.49594,6.5,0,0,0,0
2.09999871,110.409996,58.9134865,6.5,0,0,0,0
2.11999869,110.409996,58.9134865,6.5,0,0,0,0
2.13999867,110.409996,58.9134865,6.5,0,0,0,0
2.15999866,110.409996,55.2100754,6.5,0,0,0,0
2.17999864,110.409996,55.2100754,6.5,0,0,0,0
2.19999862,110.409996,55.2100754,6.5,0,0,0,0
2.2199986,110.409996,55.2100754,6.5,0,0,0,0
2.23999858,110.409996,51.6034355,6.5,0,0,0,0
2.25999856,110.409996,51.6034355,6.5,0,0,0,0
2.27999854,110.409996,51.6034355,6.5,0,0,0,0
2.29999852,110.409996,51.6034355,6.5,0,0,0,0
2.3199985,110.409996,47.34902,6.5,0,0,0,0
2.33999848,110.409996,47.34902,6.5,0,0,0,0
2.35999846,110.409996,47.34902,6.5,0,0,0,0
2.37999845,110.409996,43.5369263,6.5,0,0,0,0
2.39999843,110.409996,43.5369263,6.5,0,0,0,0
2.41999841,110.409996,43.5369263,6.5,0,0,0,0
2.43999839,110.409996,39.67325,6.5,0,0,0,0
2.45999837,110.409996,39.67325,6.5,0,0,0,0
2.47999835,110.409996,39.67325,6.5,0,0,0,0
2.49999833,110.409996,36.285778,6.5,0,0,0,0
2.51999831,110.409996,36.285778,6.5,0,0,0,0
2.53999829,110.409996,36.285778,6.5,0,0,0,0
2.55999827,110.409996,32.3776665,6.5,0,0,0,0
2.57999825,110.409996,32.3776665,6.5,0,0,0,0
2.59999824,110.409996,32.3776665,6.5,0,0,0,0
2.61999822,110.409996,32.3776665,6.5,0,0,0,0
2.6399982,110.409996,27.7221336,6.5,0,0,0,0
2.65999818,110.409996,27.7221336,6.5,0,0,0,0
2.67999816,110.409996,27.7221336,6.5,0,0,0,0
2.69999814,110.409996,23.171833,6.5,0,0,0,0
2.71999812,110.409996,23.171833,6.5,0,0,0,0
2.739998,110.409996,23.171833,6.5,0,0,0,0
2.759998,110.409996,18.6159935,6.5,0,0,0,0
2.779998,110.409996,18.6159935,6.5,0,0,0,0
2.799998,110.409996,18.6159935,6.5,0,0,0,0
2.819998,110.409996,14.4964256,6.5,0,0,0,0
2.839998,110.409996,14.4964256,6.5,0,0,0,0
2.859998,110.409996,14.4964256,6.5,0,0,0,0
2.879998,110.409996,14.4964256,6.5,0,0,0,0
2.899998,110.409996,9.840309,6.5,0,0,0,0
2.919998,110.409996,9.840309,6.5,0,0,0,0
2.939998,110.409996,9.840309,6.5,0,0,0,0
2.959998,110.409996,4.27482033,6.5,0,0,0,0
2.97999787,110.409996,4.27482033,6.5,0,0,0,0
2.99999785,110.409996,4.27482033,6.5,0,0,0,0
3.01999784,110.409996,4.27482033,6.5,0,0,0,0
3.03999782,110.409996,4.27482033,6.5,0,0,0,0
3.0599978,110.409996,4.27482033,6.5,0,0,0,0
3.07999778,110.409996,4.27482033,6.5,0,0,0,0
3.09999776,110.409996,4.27482,6.5,0,0,0,0
3.11999774,110.409996,4.27482,6.5,0,0,0,0
3.13999772,110.409996,4.27482,6.5,0,0,0,0
3.1599977,110.409996,4.27482,6.5,0,0,0,0
3.17999768,110.409996,4.27482,6.5,0,0,0,0
3.19999766,110.409996,4.27482,6.5,0,0,0,0
3.21999764,110.409996,4.27482,6.5,0,0,0,0
3.23999763,110.409996,4.27482,6.5,0,0,0,0
3.25999761,110.409996,4.27482,6.5,0,0,0,0
3.27999759,110.409996,4.27482,6.5,0,0,0,0
3.29999757,110.409996,4.27482,6.5,0,0,0,0
3.31999755,110.409996,4.27482,6.5,0,0,0,0
3.33999753,110.409996,4.27482,6.5,0,0,0,0
3.35999751,110.409996,4.27482,6.5,0,0,0,0
3.37999749,110.409996,4.27482,6.5,0,0,0,0
3.39999747,110.409996,4.27482,6.5,0,0,0,0
3.41999745,110.409996,4.27482,6.5,0,0,0,0
3.43999743,110.409996,4.27482,6.5,0,0,0,0
3.45999742,110.409996,4.27482,6.5,0,0,0,0
3.4799974,110.409996,4.27482,6.5,0,0,0,0
3.49999738,110.409996,4.27482,6.5,0,0,0,0
3.51999736,110.409996,4.27482,6.5,0,0,0,0
3.53999734,110.409996,4.27482,6.5,0,0,0,0
3.55999732,110.409996,4.27482,6.5,0,0,0,0
3.5799973,110.409996,4.27482,6.5,0,0,0,0
3.59999728,110.409996,4.27482,6.5,0,0,0,0
3.61999726,110.409996,4.27482,6.5,0,0,0,0
3.63999724,110.409996,4.27482,6.5,0,0,0,0
3.65999722,110.409996,4.27482,6.5,0,0,0,0
3.67999721,110.409996,4.27482,6.5,0,0,0,0
3.69999719,110.409996,4.27482,6.5,0,0,0,0
3.71999717,110.409996,4.27482,6.5,0,0,0,0
3.73999715,110.409996,4.27482,6.5,0,0,0,0
3.75999713,110.409996,4.27482,6.5,0,0,0,0
3.779997,110.409996,4.27482,6.5,0,0,0,0
3.799997,110.409996,4.27482,6.5,0,0,0,0
3.819997,110.409996,4.27482,6.5,0,0,0,0
3.839997,110.409996,4.27482,6.5,0,0,0,0
3.859997,110.409996,4.27482,6.5,0,0,0,0
3.879997,110.409996,4.27482,6.5,0,0,0,0
3.899997,110.409996,4.27482,6.5,0,0,0,0
3.919997,110.409996,4.27482,6.5,0,0,0,0
3.939997,110.409996,4.27482,6.5,0,0,0,0
3.959997,110.409996,4.27482,6.5,0,0,0,0
3.979997,110.409996,4.27482,6.5,0,0,0,0
3.999997,110.409996,4.27482,6.5,0,0,0,0
4.019997,110.409996,4.27482,6.5,0,0,0,0
4.039997,110.409996,4.27482,6.5,0,0,0,0
4.059997,110.409996,4.27482,6.5,0,0,0,0
4.079997,110.409996,4.27482,6.5,0,0,0,0
4.099997,110.409996,4.27482,6.5,0,0,0,0
4.119997,110.409996,4.27482,6.5,0,0,0,0
4.139997,110.409996,4.27482,6.5,0,0,0,0
4.159997,110.409996,4.27482,6.5,0,0,0,0
4.179997,110.409996,4.27482,6.5,0,0,0,0
4.199997,110.409996,4.27482,6.5,0,0,0,0
4.219997,110.409996,4.27482,6.5,0,0,0,0
4.239997,110.409996,4.27482,6.5,0,0,0,0
4.259997,110.409996,4.27482,6.5,0,0,0,0
4.279997,110.409996,4.27482,6.5,0,0,0,0
4.299997,110.409996,4.27482,6.5,0,0,0,0
4.319997,110.409996,4.27482,6.5,0,0,0,0
4.339997,110.409996,4.27482,6.5,0,0,0,0
4.359997,110.409996,4.27482,6.5,0,0,0,0
4.379997,110.409996,4.27482,6.5,0,0,0,0
4.39999676,110.409996,4.27482,6.5,0,0,0,0
4.41999674,110.409996,4.27482,6.5,0,0,0,0
4.43999672,110.409996,4.27482,6.5,0,0,0,0
4.4599967,110.409996,4.27482,6.5,0,0,0,0
4.47999668,110.409996,4.27482,6.5,0,0,0,0
4.49999666,110.409996,4.27482,6.5,0,0,0,0
4.51999664,110.409996,4.27482,6.5,0,0,0,0
4.53999662,110.409996,4.27482,6.5,0,0,0,0
4.5599966,110.409996,4.27482,6.5,0,0,0,0
4.57999659,110.409996,4.27482,6.5,0,0,0,0
4.59999657,110.409996,4.27482,6.5,0,0,0,0
4.61999655,110.409996,4.27482,6.5,0,0,0,0
4.63999653,110.409996,4.27482,6.5,0,0,0,0
4.65999651,110.409996,4.27482,6.5,0,0,0,0
4.67999649,110.409996,4.27482,6.5,0,0,0,0
4.69999647,110.409996,4.27482,6.5,0,0,0,0
4.71999645,110.409996,4.27482,6.5,0,0,0,0
4.73999643,110.409996,4.27482,6.5,0,0,0,0
4.75999641,110.409996,4.27482,6.5,0,0,0,0
4.7799964,110.409996,4.27482,6.5,0,0,0,0
4.79999638,110.409996,4.27482,6.5,0,0,0,0
4.81999636,110.409996,4.27482,6.5,0,0,0,0
4.83999634,110.409996,4.27482,6.5,0,0,0,0
4.85999632,110.409996,4.27482,6.5,0,0,0,0
4.8799963,110.409996,4.27482,6.5,0,0,0,0
4.89999628,110.409996,4.27482,6.5,0,0,0,0
4.91999626,110.409996,4.27482,6.5,0,0,0,0
4.93999624,110.409996,4.27482,6.5,0,0,0,0
4.959996,110.409996,4.27482,6.5,0,0,0,0
4.979996,110.409996,4.27482,6.5,0,0,0,0
4.999996,110.409996,4.27482,6.5,0,0,0,0
5.019996,110.409996,4.27482,6.5,0,0,0,0
5.039996,110.409996,4.27482,6.5,0,0,0,0
5.059996,110.409996,4.27482,6.5,0,0,0,0
5.079996,110.409996,4.27482,6.5,0,0,0,0
5.099996,110.409996,4.27482,6.5,0,0,0,0
5.119996,110.409996,4.27482,6.5,0,0,0,0
5.139996,110.409996,4.27482,6.5,0,0,0,0
5.159996,110.409996,4.27482,6.5,0,0,0,0
5.179996,110.409996,4.27482,6.5,0,0,0,0
5.199996,110.409996,4.27482,6.5,0,0,0,0
5.219996,110.409996,4.27482,6.5,0,0,0,0
5.239996,110.409996,4.27482,6.5,0,0,0,0
5.259996,110.409996,4.27482,6.5,0,0,0,0
5.279996,110.409996,4.27482,6.5,0,0,0,0
5.299996,110.409996,4.27482,6.5,0,0,0,0
5.319996,110.409996,4.27482,6.5,0,0,0,0
5.339996,110.409996,4.27482,6.5,0,0,0,0
5.359996,110.409996,4.27482,6.5,0,0,0,0
5.379996,110.409996,4.27482,6.5,0,0,0,0
5.399996,110.409996,4.27482,6.5,0,0,0,0
5.419996,110.409996,4.27482,6.5,0,0,0,0
5.439996,110.409996,4.27482,6.5,0,0,0,0
5.45999575,110.409996,4.27482,6.5,0,0,0,0
5.47999573,110.409996,4.27482,6.5,0,0,0,0
5.49999571,110.409996,4.27482,6.5,0,0,0,0
5.51999569,110.409996,4.27482,6.5,0,0,0,0
5.53999567,110.409996,4.27482,6.5,0,0,0,0
5.55999565,110.409996,4.27482,6.5,0,0,0,0
5.57999563,110.409996,4.27482,6.5,0,0,0,0
5.59999561,110.409996,4.27482,6.5,0,0,0,0
5.61999559,110.409996,4.27482,6.5,0,0,0,0
5.63999557,110.409996,4.27482,6.5,0,0,0,0
5.65999556,110.409996,4.27482,6.5,0,0,0,0
5.67999554,110.409996,4.27482,6.5,0,0,0,0
5.69999552,110.409996,4.27482,6.5,0,0,0,0
5.7199955,110.409996,4.27482,6.5,0,0,0,0
,,,,,,,
,X_POS,Y_POS,Z_POS,Y_ROT,JUMP,SUCCESS,TRIALCOUNT
0.04,110.409996,113.551994,232.1,0,0,0,0
0.06,110.409996,113.534073,232.1,0,0,0,0
0.08,110.409996,113.534073,232.1,0,0,0,0
0.099999994,110.409996,113.534073,232.1,0,0,0,0
0.11999999,110.409996,113.534073,232.1,0,0,0,0
0.139999986,110.409996,113.534073,232.1,0,0,0,0
0.159999982,110.409996,113.274834,232.1,0,0,0,0
0.179999977,110.409996,113.274834,232.1,0,0,0,0
0.199999973,110.409996,113.274834,232.1,0,0,0,0
0.219999969,110.409996,113.274834,232.1,0,0,0,0
0.239999965,110.409996,113.274834,232.1,0,0,0,0
0.259999961,110.409996,112.767494,232.1,0,0,0,0
0.279999971,110.409996,112.767494,232.1,0,0,0,0
0.299999982,110.409996,112.767494,232.1,0,0,0,0
0.32,110.409996,112.767494,232.1,0,0,0,0
0.34,110.409996,112.767494,232.1,0,0,0,0
0.36,110.409996,112.012054,232.1,0,0,0,0
0.380000025,110.409996,112.012054,232.1,0,0,0,0
0.400000036,110.409996,112.012054,232.1,0,0,0,0
0.420000046,110.409996,112.012054,232.1,0,0,0,0
0.440000057,110.409996,111.071358,232.1,0,0,0,0
0.460000068,110.409996,111.071358,232.1,0,0,0,0
0.480000079,110.409996,111.071358,232.1,0,0,0,0
0.50000006,110.409996,111.071358,232.1,0,0,0,0
0.520000041,110.409996,110.164238,232.1,0,0,0,0
0.54,110.409996,110.164238,232.1,0,0,0,0
0.56,110.409996,110.164238,232.1,0,0,0,0
0.58,110.409996,110.164238,232.1,0,0,0,0
0.599999964,110.409996,109.129547,232.1,0,0,0,0
0.619999945,110.409996,109.129547,232.1,0,0,0,0
0.6399999,110.409996,109.129547,232.1,0,0,0,0
0.6599999,110.409996,108.071236,232.1,0,0,0,0
0.6799999,110.409996,108.071236,232.1,0,0,0,0
0.699999869,110.409996,108.071236,232.1,0,0,0,0
0.71999985,110.409996,108.071236,232.1,0,0,0,0
0.739999831,110.409996,106.886505,232.1,0,0,0,0
0.7599998,110.409996,106.886505,232.1,0,0,0,0
0.7799998,110.409996,106.886505,232.1,0,0,0,0
0.7999998,110.409996,105.417358,232.1,0,0,0,0
0.819999754,110.409996,105.417358,232.1,0,0,0,0
0.839999735,110.409996,105.417358,232.1,0,0,0,0
0.8599997,110.409996,104.234604,232.1,0,0,0,0
0.8799997,110.409996,104.234604,232.1,0,0,0,0
0.8999997,110.409996,104.234604,232.1,0,0,0,0
0.919999659,110.409996,104.234604,232.1,0,0,0,0
0.93999964,110.409996,102.648163,232.1,0,0,0,0
0.9599996,110.409996,102.648163,232.1,0,0,0,0
0.9799996,110.409996,102.648163,232.1,0,0,0,0
0.9999996,110.409996,102.648163,232.1,0,0,0,0
1.01999962,110.409996,100.441261,232.1,0,0,0,0
1.0399996,110.409996,100.441261,232.1,0,0,0,0
1.05999959,110.409996,100.441261,232.1,0,0,0,0
1.07999957,110.409996,100.441261,232.1,0,0,0,0
1.09999955,110.409996,98.63484,232.1,0,0,0,0
1.11999953,110.409996,98.63484,232.1,0,0,0,0
1.13999951,110.409996,98.63484,232.1,0,0,0,0
1.15999949,110.409996,98.63484,232.1,0,0,0,0
1.17999947,110.409996,96.30435,232.1,0,0,0,0
1.19999945,110.409996,96.30435,232.1,0,0,0,0
1.21999943,110.409996,96.30435,232.1,0,0,0,0
1.23999941,110.409996,96.30435,232.1,0,0,0,0
1.25999939,110.409996,93.93489,232.1,0,0,0,0
1.27999938,110.409996,93.93489,232.1,0,0,0,0
1.29999936,110.409996,93.93489,232.1,0,0,0,0
1.31999934,110.409996,93.93489,232.1,0,0,0,0
1.33999932,110.409996,91.5088654,232.1,0,0,0,0
1.3599993,110.409996,91.5088654,232.1,0,0,0,0
1.37999928,110.409996,91.5088654,232.1,0,0,0,0
1.39999926,110.409996,89.19649,232.1,0,0,0,0
1.41999924,110.409996,89.19649,232.1,0,0,0,0
1.43999922,110.409996,89.19649,232.1,0,0,0,0
1.4599992,110.409996,86.9670944,232.1,0,0,0,0
1.47999918,110.409996,86.9670944,232.1,0,0,0,0
1.49999917,110.409996,86.9670944,232.1,0,0,0,0
1.51999915,110.409996,84.65613,232.1,0,0,0,0
1.53999913,110.409996,84.65613,232.1,0,0,0,0
1.55999911,110.409996,84.65613,232.1,0,0,0,0
1.57999909,110.409996,82.54423,232.1,0,0,0,0
1.59999907,110.409996,82.54423,232.1,0,0,0,0
1.619999,110.409996,82.54423,232.1,0,0,0,0
1.639999,110.409996,80.0382,232.1,0,0,0,0
1.659999,110.409996,80.0382,232.1,0,0,0,0
1.679999,110.409996,80.0382,232.1,0,0,0,0
1.699999,110.409996,77.5009842,232.1,0,0,0,0
1.719999,110.409996,77.5009842,232.1,0,0,0,0
1.73999894,110.409996,77.5009842,232.1,0,0,0,0
1.75999892,110.409996,77.5009842,232.1,0,0,0,0
1.7799989,110.409996,74.3299,232.1,0,0,0,0
1.79999888,110.409996,74.3299,232.1,0,0,0,0
1.81999886,110.409996,74.3299,232.1,0,0,0,0
1.83999884,110.409996,74.3299,232.1,0,0,0,0
1.85999882,110.409996,70.91112,232.1,0,0,0,0
1.8799988,110.409996,70.91112,232.1,0,0,0,0
1.89999878,110.409996,70.91112,232.1,0,0,0,0
1.91999876,110.409996,67.26186,232.1,0,0,0,0
1.93999875,110.409996,67.26186,232.1,0,0,0,0
1.95999873,110.409996,67.26186,232.1,0,0,0,0
1.97999871,110.409996,67.26186,232.1,0,0,0,0
1.99999869,110.409996,63.99598,232.1,0,0,0,0
2.01999879,110.409996,63.99598,232.1,0,0,0,0
2.03999877,110.409996,63.99598,232.1,0,0,0,0
2.05999875,110.409996,63.99598,232.1,0,0,0,0
2.07999873,110.409996,60.1420746,232.1,0,0,0,0
2.09999871,110.409996,60.1420746,232.1,0,0,0,0
2.11999869,110.409996,60.1420746,232.1,0,0,0,0
2.13999867,110.409996,56.5760078,232.1,0,0,0,0
2.15999866,110.409996,56.5760078,232.1,0,0,0,0
2.17999864,110.409996,56.5760078,232.1,0,0,0,0
2.19999862,110.409996,53.1657867,232.1,0,0,0,0
2.2199986,110.409996,53.1657867,232.1,0,0,0,0
2.23999858,110.409996,53.1657867,232.1,0,0,0,0
2.25999856,110.409996,50.0982666,232.1,0,0,0,0
2.27999854,110.409996,50.0982666,232.1,0,0,0,0
2.29999852,110.409996,50.0982666,232.1,0,0,0,0
2.3199985,110.409996,46.3924751,232.1,0,0,0,0
2.33999848,110.409996,46.3924751,232.1,0,0,0,0
2.35999846,110.409996,46.3924751,232.1,0,0,0,0
2.37999845,110.409996,46.3924751,232.1,0,0,0,0
2.39999843,110.409996,46.3924751,232.1,0,0,0,0
2.41999841,110.409996,41.29775,232.1,0,0,0,0
2.43999839,110.409996,41.29775,232.1,0,0,0,0
2.45999837,110.409996,41.29775,232.1,0,0,0,0
2.47999835,110.409996,41.29775,232.1,0,0,0,0
2.49999833,110.409996,41.29775,232.1,0,0,0,0
2.51999831,110.409996,35.1791,232.1,0,0,0,0
2.53999829,110.409996,35.1791,232.1,0,0,0,0
2.55999827,110.409996,35.1791,232.1,0,0,0,0
2.57999825,110.409996,35.1791,232.1,0,0,0,0
2.59999824,110.409996,29.3426914,232.1,0,0,0,0
2.61999822,110.409996,29.3426914,232.1,0,0,0,0
2.6399982,110.409996,29.3426914,232.1,0,0,0,0
2.65999818,110.409996,29.3426914,232.1,0,0,0,0
2.67999816,110.409996,24.2300587,232.1,0,0,0,0
2.69999814,110.409996,24.2300587,232.1,0,0,0,0
2.71999812,110.409996,24.2300587,232.1,0,0,0,0
2.739998,110.409996,24.2300587,232.1,0,0,0,0
2.759998,110.409996,18.6145649,232.1,0,0,0,0
2.779998,110.409996,18.6145649,232.1,0,0,0,0
2.799998,110.409996,18.6145649,232.1,0,0,0,0
2.819998,110.409996,18.6145649,232.1,0,0,0,0
2.839998,110.409996,12.736618,232.1,0,0,0,0
2.859998,110.409996,12.736618,232.1,0,0,0,0
2.879998,110.409996,12.736618,232.1,0,0,0,0
2.899998,110.409996,12.736618,232.1,0,0,0,0
2.919998,110.409996,7.288368,232.1,0,0,0,0
2.939998,110.409996,7.288368,232.1,0,0,0,0
2.959998,110.409996,7.288368,232.1,0,0,0,0
2.97999787,110.409996,7.288368,232.1,0,0,0,0
2.99999785,110.409996,7.288368,232.1,0,0,0,0
3.01999784,110.409996,4.90223932,232.1,0,0,0,0
3.03999782,110.409996,4.90223932,232.1,0,0,0,0
3.0599978,110.409996,4.90223932,232.1,0,0,0,0
3.07999778,110.409996,4.90223932,232.1,0,0,0,0
3.09999776,110.409996,4.90223932,232.1,0,0,0,0
3.11999774,110.409996,4.90223932,232.1,0,0,0,0
3.13999772,110.409996,4.90223932,232.1,0,0,0,0
3.1599977,110.409996,4.90223932,232.1,0,0,0,0
3.17999768,110.409996,4.90223932,232.1,0,0,0,0
3.19999766,110.409996,4.90223932,232.1,0,0,0,0
3.21999764,110.409996,4.90223932,232.1,0,0,0,0
3.23999763,110.409996,4.90223932,232.1,0,0,0,0
3.25999761,110.409996,4.902239,232.1,0,0,0,0
3.27999759,110.409996,4.902239,232.1,0,0,0,0
3.29999757,110.409996,4.902239,232.1,0,0,0,0
3.31999755,110.409996,4.902239,232.1,0,0,0,0
3.33999753,110.409996,4.902239,232.1,0,0,0,0
3.35999751,110.409996,4.902239,232.1,0,0,0,0
3.37999749,110.409996,4.902239,232.1,0,0,0,0
3.39999747,110.409996,4.902239,232.1,0,0,0,0
3.41999745,110.409996,4.902239,232.1,0,0,0,0
3.43999743,110.409996,4.902239,232.1,0,0,0,0
3.45999742,110.409996,4.902239,232.1,0,0,0,0
3.4799974,110.409996,4.902239,232.1,0,0,0,0
3.49999738,110.409996,4.902239,232.1,0,0,0,0
3.51999736,110.409996,4.902239,232.1,0,0,0,0
3.53999734,110.409996,4.902239,232.1,0,0,0,0
3.55999732,110.409996,4.902239,232.1,0,0,0,0
3.5799973,110.409996,4.902239,232.1,0,0,0,0
3.59999728,110.409996,4.902239,232.1,0,0,0,0
3.61999726,110.409996,4.902239,232.1,0,0,0,0
3.63999724,110.409996,4.902239,232.1,0,0,0,0
3.65999722,110.409996,4.902239,232.1,0,0,0,0
3.67999721,110.409996,4.902239,232.1,0,0,0,0
3.69999719,110.409996,4.902239,232.1,0,0,0,0
3.71999717,110.409996,4.902239,232.1,0,0,0,0
3.73999715,110.409996,4.902239,232.1,0,0,0,0
3.75999713,110.409996,4.902239,232.1,0,0,0,0
3.779997,110.409996,4.902239,232.1,0,0,0,0
3.799997,110.409996,4.902239,232.1,0,0,0,0
3.819997,110.409996,4.902239,232.1,0,0,0,0
3.839997,110.409996,4.902239,232.1,0,0,0,0
3.859997,110.409996,4.902239,232.1,0,0,0,0
3.879997,110.409996,4.902239,232.1,0,0,0,0
3.899997,110.409996,4.902239,232.1,0,0,0,0
3.919997,110.409996,4.902239,232.1,0,0,0,0
3.939997,110.409996,4.902239,232.1,0,0,0,0
3.959997,110.409996,4.902239,232.1,0,0,0,0
3.979997,110.409996,4.902239,232.1,0,0,0,0
3.999997,110.409996,4.902239,232.1,0,0,0,0
4.019997,110.409996,4.902239,232.1,0,0,0,0
4.039997,110.409996,4.902239,232.1,0,0,0,0
4.059997,110.51265,4.90223932,232.562927,0.108893029,0,0,0
4.079997,110.51265,4.90223932,232.562927,0.108893029,0,0,0
4.099997,110.51265,4.90223932,232.562927,0.108893029,0,0,0
4.119997,110.51265,4.90223932,232.562927,0.108893029,0,0,0
4.139997,110.62899,4.90223932,233.042343,0.118751884,0,0,0
4.159997,110.62899,4.90223932,233.042343,0.118751884,0,0,0
4.179997,110.62899,4.90223932,233.042343,0.118751884,0,0,0
4.199997,110.62899,4.90223932,233.042343,0.118751884,0,0,0
4.219997,110.747208,4.90223932,233.492966,0.127931491,0,0,0
4.239997,110.747208,4.90223932,233.492966,0.127931491,0,0,0
4.259997,110.747208,4.90223932,233.492966,0.127931491,0,0,0
4.279997,110.747208,4.90223932,233.492966,0.127931491,0,0,0
4.299997,110.873337,4.90223932,233.911636,0.145784318,0,0,0
4.319997,110.873337,4.90223932,233.911636,0.145784318,0,0,0
4.339997,110.873337,4.90223932,233.911636,0.145784318,0,0,0
4.359997,110.873337,4.90223932,233.911636,0.145784318,0,0,0
4.379997,111.011551,4.90223932,234.343857,0.154136136,0,0,0
4.39999676,111.011551,4.90223932,234.343857,0.154136136,0,0,0
4.41999674,111.011551,4.90223932,234.343857,0.154136136,0,0,0
4.43999672,111.011551,4.90223932,234.343857,0.154136136,0,0,0
4.4599967,111.157776,4.90223932,234.801453,0.154033631,0,0,0
4.47999668,111.157776,4.90223932,234.801453,0.154033631,0,0,0
4.49999666,111.157776,4.90223932,234.801453,0.154033631,0,0,0
4.51999664,111.296143,4.902239,235.234589,0.153985932,0,0,0
4.53999662,111.296143,4.902239,235.234589,0.153985932,0,0,0
4.5599966,111.296143,4.902239,235.234589,0.153985932,0,0,0
4.57999659,111.397308,4.90223932,235.562408,0.149104774,0,0,0
4.59999657,111.397308,4.90223932,235.562408,0.149104774,0,0,0
4.61999655,111.397308,4.90223932,235.562408,0.149104774,0,0,0
4.63999653,111.397308,4.90223932,235.562408,0.149104774,0,0,0
4.65999651,111.506187,4.90223932,235.949722,0.136596128,0,0,0
4.67999649,111.506187,4.90223932,235.949722,0.136596128,0,0,0
4.69999647,111.506187,4.90223932,235.949722,0.136596128,0,0,0
4.71999645,111.62674,4.90223932,236.398132,0.130937263,0,0,0
4.73999643,111.62674,4.90223932,236.398132,0.130937263,0,0,0
4.75999641,111.62674,4.90223932,236.398132,0.130937263,0,0,0
